Common_Key,fluence_channel_1,error_fluence_channel_1,fluence_channel_2,error_fluence_channel_2,fluence_channel_3,error_fluence_channel_3,fluence_channel_4,error_fluence_channel_4,epeak,epeak_error,alpha,alpha_error,beta,beta_error,amplitude,amplitude_error,peak_flux_64ms,error_peak_flux_64ms,time_peak_flux_64ms,peak_flux_256ms,error_peak_flux_256ms,time_peak_flux_256ms,peak_flux_1024ms,error_peak_flux_1024ms,time_peak_flux_1024ms,T50,T50 Uncertainty,T50 Start Time,T90,T90 Uncertainty,T90 Start Time
1683,4.9805e-07,1.0528e-08,8.4865e-07,1.2966e-08,2.9251e-06,3.3224e-08,5.1082e-06,3.1529e-07,337.5,25.6,-1.191,0.0383,-2.398,0.145,0.03725,0.00137,7.712,0.424,2.432,7.252,0.208,2.176,5.9,0.096,2.432,1.6,0.091,1.152,3.904,0.466,0.192
1687,1.0755e-07,1.6029e-08,2.4412e-07,1.8082e-08,3.6671e-07,4.4283e-08,0.0,4.9738e-07,96.72,23.3,1.58,2.56,-2.763,0.673,0.0846,0.291,0.656,0.229,-0.064,0.464,0.111,-0.064,0.341,0.054,0.0,13.952,2.159,-0.64,32.384,8.693,-5.12
1700,1.4526e-07,1.091e-08,2.0397e-07,1.1543e-08,6.6575e-07,3.1498e-08,9.5596e-07,4.3243e-07,247.1,108.0,-0.994,0.299,-1.887,0.186,0.006627,0.00221,1.125,0.224,0.96,1.014,0.109,1.152,0.925,0.054,1.472,5.376,0.842,1.152,23.744,5.443,0.256
1701,1.4959e-07,1.2263e-08,1.1107e-07,1.2586e-08,2.7448e-07,2.8988e-08,0.0,2.2352e-07,198.7,72.0,-1.563,0.201,-4.354,78.8,0.004199,0.000884,1.99,0.275,0.0,1.614,0.132,0.128,0.842,0.059,0.704,1.088,0.231,0.0,3.392,0.716,-0.32
1704,6.942e-08,1.2396e-08,1.469e-07,1.3685e-08,1.6811e-07,3.4004e-08,2.0713e-06,6.4325e-07,97.95,17.7,-0.5084,0.934,-3.126,1.36,0.0104,0.0124,0.652,0.222,6.144,0.543,0.109,6.144,0.37,0.053,6.72,6.592,0.231,-0.448,9.664,0.286,-1.792
1709,1.1689e-06,1.3562e-08,1.9735e-06,1.7077e-08,5.1768e-06,4.2104e-08,2.3273e-06,2.7375e-07,218.1,4.56,-0.7871,0.0288,-3.301,0.21,0.1225,0.00354,13.611,0.514,2.112,12.743,0.249,2.24,9.99,0.113,2.624,1.6,0.143,0.832,3.456,0.231,0.128
1711,9.7072e-07,1.5398e-08,1.8543e-06,1.7862e-08,9.7157e-06,5.1875e-08,1.1382e-05,4.0262e-07,263.9,4.16,-0.3635,0.0313,-4.617,0.976,0.108,0.00267,21.704,0.662,5.248,19.426,0.311,5.632,15.437,0.14,6.08,4.48,0.181,1.024,5.952,0.143,0.384
1712,1.8123e-06,3.5756e-08,3.5453e-06,3.8254e-08,1.3488e-05,9.3034e-08,7.0051e-06,7.2118e-07,280.7,18.1,-0.5932,0.0885,-3.21,0.65,0.02168,0.00159,3.261,0.312,78.336,3.098,0.154,78.464,2.47,0.072,78.912,65.088,0.41,43.264,307.648,2.382,15.936
1714,3.1345e-07,1.6165e-08,1.9875e-07,1.4706e-08,3.9049e-07,4.5942e-08,6.1766e-07,8.329e-07,13.48,65.1,-1.759,1.57,-3.492,1.55,0.005911,0.0159,0.634,0.22,-0.128,0.332,0.106,17.536,0.271,0.052,0.0,10.816,0.59,2.688,23.616,1.864,-1.536
1717,4.8296e-07,1.1862e-08,7.4447e-07,1.5172e-08,2.2617e-06,4.1587e-08,1.314e-06,3.9781e-07,214.7,14.2,-0.7018,0.0924,-2.582,0.203,0.03215,0.003,3.113,0.318,3.584,3.002,0.157,3.648,2.747,0.077,4.224,3.328,0.181,2.432,14.656,0.87,-0.96
1719,2.1566e-08,9.9345e-09,2.8183e-08,1.0263e-08,4.079e-07,2.7417e-08,1.4261e-06,4.3245e-07,297.5,58.9,0.5462,0.512,-2.148,0.336,0.006473,0.0023,3.127,0.296,0.128,2.798,0.143,0.256,1.192,0.059,0.448,0.222,0.017,0.014,1.047,0.161,-0.512
1730,2.4378e-07,1.4141e-08,3.3065e-07,1.7147e-08,8.6987e-07,4.5419e-08,5.3474e-07,4.5657e-07,158.5,25.8,-0.6034,0.413,-5.504,66.9,0.008139,0.0035,0.765,0.252,0.512,0.591,0.123,0.512,0.504,0.061,0.768,13.76,0.977,2.56,31.04,3.326,-1.472
1731,3.5963e-07,1.7323e-08,8.2637e-07,2.0029e-08,3.5145e-06,5.4416e-08,7.237e-06,6.9507e-07,429.0,41.7,-0.614,0.0872,-3.561,2.26,0.0134,0.00083,2.505,0.296,1.984,2.278,0.146,2.304,2.09,0.071,2.688,7.936,0.286,1.344,15.808,1.073,-4.096
1733,5.4224e-07,1.9314e-08,9.441e-07,2.0619e-08,4.9934e-06,5.9042e-08,2.4752e-05,8.2172e-07,734.0,128.0,-0.9142,0.0582,-1.879,0.139,0.01802,0.000787,3.197,0.319,3.456,3.004,0.156,3.584,2.842,0.077,4.096,7.424,0.405,2.816,36.864,3.379,-3.072
1734,3.638e-07,1.8824e-08,3.5116e-07,1.6279e-08,6.3e-07,4.0355e-08,0.0,3.7693e-07,92.46,6.66,-0.6877,0.341,-3.02,0.421,0.02745,0.0124,2.012,0.279,3.392,1.698,0.134,3.584,1.088,0.061,3.84,4.352,0.487,0.704,46.72,2.817,-3.328
1736,7.8031e-09,1.6456e-09,1.6982e-08,1.7529e-09,5.6317e-08,4.5126e-09,0.0,7.7645e-08,166.8,46.8,0.1024,1.2,-4.331,14.7,0.004448,0.00495,2.551,0.27,0.064,1.276,0.115,0.192,0.367,0.05,0.96,0.128,0.091,-0.064,0.128,0.143,-0.064
1740,1.0576e-07,2.3203e-08,2.1577e-07,2.0618e-08,9.4185e-07,6.5301e-08,1.3603e-06,9.0203e-07,1064.0,2.02,-1.027,0.354,-3.938,243.0,0.001896,0.000539,1.004,0.243,0.0,0.824,0.118,0.0,0.473,0.056,0.704,32.32,1.275,2.56,63.616,4.409,-3.52
1741,3.437e-09,3.5268e-09,1.5139e-08,3.0179e-09,7.2205e-08,8.6184e-09,2.0964e-07,9.6221e-08,383.7,216.0,-0.1361,0.852,-3.576,12.3,0.001432,0.000772,3.266,0.305,0.0,1.179,0.121,0.128,0.36,0.053,0.256,0.069,0.016,-0.042,0.578,0.128,-0.512
1742,4.9465e-07,1.9631e-08,5.1777e-07,2.1556e-08,1.0413e-06,5.365e-08,9.3666e-07,6.0055e-07,83.32,9.3,-1.422,0.219,-5.832,113.0,0.01025,0.0027,0.95,0.231,33.472,0.787,0.113,33.216,0.733,0.056,33.984,10.624,1.086,27.264,52.16,11.394,-0.832
1747,2.4288e-08,1.1134e-08,8.5779e-09,1.1445e-08,2.0803e-07,3.1741e-08,3.6188e-07,3.5817e-07,274.6,190.0,0.01631,1.2,-1.847,0.497,0.002657,0.00273,1.986,0.28,0.0,0.935,0.121,2.432,0.467,0.055,2.88,2.423,0.047,0.01,2.936,0.346,-0.184
1760,3.5367e-08,3.6847e-09,7.2355e-08,3.9085e-09,3.5251e-07,1.0132e-08,7.3099e-07,8.9295e-08,421.4,107.0,-0.9683,0.146,-2.532,0.913,0.007216,0.000846,5.278,0.357,0.0,3.685,0.162,0.32,1.811,0.068,0.64,0.32,0.181,0.0,0.576,0.143,-0.128
1807,1.39e-06,2.2695e-08,1.7871e-06,2.1193e-08,4.4944e-06,5.3089e-08,0.0,2.8917e-07,205.0,17.3,0.09798,0.209,-2.219,0.124,0.02673,0.00544,1.922,0.253,1.472,1.914,0.125,1.536,1.788,0.061,1.984,26.432,0.746,8.896,58.048,3.525,1.216
1815,8.3129e-07,2.9915e-08,1.5042e-06,2.9051e-08,4.4535e-06,7.0549e-08,4.3732e-06,7.2833e-07,189.6,14.7,-0.7698,0.113,-2.359,0.121,0.03776,0.00458,4.345,0.381,37.824,4.042,0.186,37.824,3.494,0.089,38.144,10.816,0.181,37.248,19.776,0.466,32.64
1819,6.7308e-08,1.9097e-08,1.8255e-07,1.5584e-08,1.2381e-06,4.3337e-08,2.3735e-06,5.3342e-07,543.9,47.1,-0.1724,0.103,-7.629,573.0,0.0084,0.00045,2.333,0.272,0.064,2.005,0.131,0.192,1.729,0.063,0.832,17.92,1.223,0.0,52.992,0.59,-1.984
1830,1.6523e-07,4.687e-08,3.5357e-07,3.79e-08,1.4176e-06,1.0995e-07,8.6812e-06,1.8671e-06,166.9,24.9,-0.534,0.368,-4.251,9.5,0.008643,0.00324,0.9,0.246,143.424,0.665,0.121,146.176,0.552,0.059,146.88,129.344,2.898,17.344,155.072,3.341,-1.792
1851,7.8701e-09,1.1123e-08,3.6373e-08,1.1856e-08,1.3479e-07,3.1125e-08,1.0043e-06,4.4712e-07,273.6,851.0,-0.8814,1.58,-1.479,0.193,0.002121,0.0042,4.681,0.39,0.064,1.781,0.146,0.192,0.526,0.06,0.832,0.128,0.143,0.0,1.152,0.32,-0.128
1883,6.8272e-07,1.3991e-08,9.6403e-07,1.6742e-08,3.4964e-06,4.4233e-08,4.0189e-06,4.4831e-07,222.3,9.67,-0.9874,0.0501,-2.879,0.229,0.04857,0.00237,5.363,0.374,1.28,5.2,0.184,1.408,5.044,0.091,1.728,3.584,0.202,1.28,17.344,2.561,0.384
1886,1.1187e-06,1.78e-08,3.3918e-06,2.5313e-08,2.1485e-05,8.0815e-08,7.3169e-05,8.2454e-07,551.1,13.5,-0.3145,0.0213,-2.447,0.0681,0.105,0.0015,16.683,0.617,6.784,16.367,0.307,6.976,15.648,0.15,7.488,3.648,0.091,6.08,275.712,2.057,3.84
1922,2.2926e-07,1.1197e-08,3.7234e-07,1.2714e-08,9.3655e-07,3.2358e-08,7.6e-07,3.5213e-07,129.3,7.9,-0.9401,0.135,-2.859,0.319,0.02674,0.0043,3.532,0.307,3.52,2.976,0.144,2.304,1.785,0.062,4.16,1.856,0.143,1.92,16.192,4.551,-0.512
1924,4.0696e-07,1.9582e-08,5.112e-07,2.1676e-08,1.5187e-06,5.6964e-08,3.1574e-06,7.5626e-07,532.9,217.0,-1.351,0.102,-3.168,9.5,0.007104,0.000634,1.23,0.247,0.448,1.167,0.122,0.896,0.982,0.059,1.408,6.336,0.5,-1.344,26.56,3.304,-11.264
1953,3.7504e-08,1.0659e-08,3.9895e-08,9.871e-09,1.7865e-07,2.4693e-08,4.9801e-07,3.6739e-07,193.3,121.0,-0.1299,1.18,-1.709,0.176,0.006874,0.00891,2.27,0.315,0.128,1.833,0.149,0.192,0.702,0.062,0.896,0.384,0.143,0.0,2.816,0.634,-1.472
1956,6.9693e-07,1.2756e-08,9.0472e-07,1.4657e-08,2.2179e-06,3.813e-08,1.6539e-06,4.1286e-07,172.2,9.33,-1.147,0.0659,-3.042,0.484,0.02837,0.00205,2.795,0.275,2.752,2.574,0.133,3.264,2.416,0.065,3.264,4.096,0.264,2.368,14.016,1.494,0.448
1967,5.3312e-07,1.755e-08,1.1457e-06,2.0521e-08,2.7126e-06,4.7743e-08,0.0,2.5953e-07,177.4,8.75,-0.4573,0.123,-3.787,1.29,0.02846,0.00347,1.95,0.268,8.256,1.717,0.131,8.256,1.654,0.065,9.152,10.112,0.345,7.488,25.408,2.136,1.152
1974,2.5419e-06,1.521e-08,2.8321e-06,1.9541e-08,1.8946e-06,4.3854e-08,2.5959e-07,3.9742e-07,49.46,0.62,0.2789,0.162,-4.152,0.11,2.819,0.742,5.699,0.377,1.408,5.591,0.189,1.408,4.945,0.091,1.792,4.032,0.181,2.112,7.232,0.231,0.64
1982,6.9431e-07,2.8456e-08,1.8486e-06,3.3617e-08,7.6579e-06,8.7592e-08,1.6156e-05,9.7598e-07,282.6,38.8,-0.3779,0.164,-1.835,0.0749,0.01703,0.00263,1.779,0.26,16.0,1.684,0.129,15.744,1.603,0.064,16.512,25.472,4.104,-7.168,109.824,6.177,-74.752
1989,2.8689e-06,4.4809e-08,4.1073e-06,5.6718e-08,9.9394e-06,1.6046e-07,5.6057e-05,2.8811e-06,93.91,3.31,-0.8403,0.124,-2.77,0.122,0.07315,0.0125,2.963,0.312,116.16,2.729,0.154,116.288,2.651,0.076,117.824,136.576,1.056,121.472,272.448,1.243,8.128
1991,7.9403e-08,3.0327e-08,1.7474e-07,2.566e-08,0.0,5.6852e-08,0.0,5.5173e-06,134.3,53.4,-1.23,0.73,-3.879,21.9,0.002762,0.0022,1.05,0.261,-0.064,0.79,0.126,0.064,0.43,0.059,0.384,60.8,0.724,1.6,70.912,3.845,-0.128
1993,9.4086e-07,2.1844e-08,8.0599e-07,2.1034e-08,7.0603e-07,4.3263e-08,2.5237e-08,2.596e-07,64.14,2.55,-0.3676,0.436,-3.217,0.209,0.1093,0.0713,1.912,0.255,0.256,1.693,0.125,0.384,1.59,0.062,1.088,20.864,0.516,1.856,30.464,1.866,0.0
1997,2.7106e-06,3.1114e-08,3.1631e-06,3.482e-08,8.4703e-06,8.4363e-08,1.0186e-05,7.7977e-07,53.13,16.9,-0.03317,2.42,-2.014,0.0273,0.3286,1.5,40.333,0.85,0.0,16.347,0.284,0.192,4.393,0.09,0.832,17.024,0.462,18.24,60.224,2.305,0.064
2003,8.0453e-09,3.1541e-09,6.7631e-09,2.5404e-09,8.9133e-08,7.3865e-09,1.3769e-07,1.0099e-07,348.1,170.0,0.09611,0.924,-2.568,1.86,0.001715,0.00101,1.634,0.246,0.0,1.397,0.117,0.192,0.366,0.047,0.256,0.126,0.014,-0.004,0.522,0.18,-0.03
2019,6.3444e-07,1.8781e-08,9.8419e-07,2.1557e-08,2.6161e-06,5.6489e-08,3.4963e-06,6.7388e-07,405.4,43.2,0.0337,0.153,-3.151,1.2,0.01088,0.00113,1.718,0.298,1.152,1.451,0.144,1.152,1.407,0.071,1.664,12.032,0.231,4.032,21.696,0.547,0.64
2037,2.5474e-07,1.4185e-08,4.4094e-07,1.5924e-08,2.4251e-06,4.3796e-08,9.7389e-06,5.9685e-07,582.0,51.2,-0.5472,0.0594,-2.283,0.198,0.0199,0.00079,8.355,0.493,0.704,7.431,0.235,0.896,4.725,0.098,1.024,3.584,1.988,0.576,6.272,0.181,0.0
2040,0.0,1.2075e-08,4.5786e-08,1.2618e-08,1.263e-07,3.4897e-08,7.2643e-07,3.6083e-07,278.7,106.0,0.2323,1.15,-7.831,1.37,0.002754,0.00202,1.191,0.28,0.0,0.953,0.135,0.384,0.694,0.065,0.448,0.467,0.068,-0.144,1.112,0.193,-0.512
2041,3.6834e-08,1.36e-08,1.1632e-07,1.1372e-08,7.5129e-07,3.1442e-08,4.9664e-06,4.4219e-07,905.3,341.0,-0.7789,0.146,-2.81,4.04,0.004151,0.000351,3.269,0.314,1.728,2.407,0.144,1.92,1.314,0.062,1.984,1.408,0.231,0.384,5.44,1.985,-0.064
2043,7.0632e-09,2.7755e-09,1.4572e-08,2.879e-09,3.241e-08,7.3094e-09,4.6685e-08,8.3504e-08,187.1,159.0,-0.9954,1.23,-4.124,57.9,0.001323,0.00163,1.034,0.24,-0.064,0.749,0.113,0.064,0.238,0.05,0.064,0.192,0.091,-0.192,0.512,0.143,-0.448
2047,2.7199e-07,1.534e-08,3.1679e-07,1.7672e-08,7.6051e-07,4.6077e-08,1.0389e-06,6.4967e-07,121.1,13.9,-0.2037,0.422,-2.6,0.293,0.02852,0.0151,2.555,0.293,16.96,2.115,0.14,17.088,1.361,0.063,17.472,12.224,0.286,5.056,41.088,2.064,-17.92
2053,1.2703e-07,9.5161e-09,1.9637e-07,1.1718e-08,6.0056e-07,3.3688e-08,9.752e-07,4.7415e-07,191.0,16.3,-0.8924,0.115,-3.202,1.07,0.01847,0.00227,4.189,0.341,0.448,3.771,0.164,0.576,2.332,0.071,0.96,0.896,0.143,0.192,15.36,2.68,-9.344
2056,3.0022e-08,1.7407e-08,7.0865e-08,1.6541e-08,1.0522e-07,4.1149e-08,9.4437e-07,7.2452e-07,307.7,304.0,-1.23,0.549,-8.939,1.52,0.001722,0.000883,1.006,0.243,0.0,0.685,0.114,0.128,0.271,0.052,0.512,1.216,0.143,-1.216,1.792,0.389,-1.6
2061,1.8715e-06,3.709e-08,4.195e-06,4.7302e-08,2.0954e-05,1.3332e-07,3.088e-05,1.3914e-06,476.2,94.9,-0.5986,0.133,-2.05,0.264,0.01406,0.00146,2.449,0.319,27.008,2.193,0.154,28.416,2.008,0.076,27.008,73.152,0.231,21.248,174.656,2.127,-14.336
2067,4.2284e-06,2.3954e-08,9.5794e-06,3.6575e-08,4.3827e-05,1.1193e-07,3.2359e-05,7.1033e-07,294.9,5.72,-0.384,0.0256,-2.968,0.106,0.1939,0.00449,18.919,0.652,17.856,18.099,0.319,18.048,17.531,0.157,18.496,6.912,0.181,15.872,30.848,0.516,7.104
2068,4.9653e-08,3.7038e-09,9.8077e-08,4.0285e-09,3.7804e-07,1.0787e-08,2.1843e-07,7.7944e-08,243.0,21.1,-0.6108,0.151,-8.264,1.13,0.01206,0.00153,15.637,0.595,0.064,7.89,0.222,0.192,2.146,0.072,0.96,0.092,0.007,0.027,0.591,0.06,-0.01
2069,5.3296e-08,1.3346e-08,6.051e-08,1.3229e-08,2.7407e-07,3.664e-08,0.0,5.8728e-07,96.85,80.9,1.567,5.89,-1.715,0.209,0.06664,0.577,0.561,0.225,1.088,0.481,0.111,-0.064,0.346,0.054,0.704,30.528,2.462,3.2,48.384,2.189,-0.32
2070,1.7058e-07,2.236e-08,2.9447e-07,1.7331e-08,9.7186e-07,4.1711e-08,0.0,3.052e-07,307.8,50.3,-0.3834,0.298,-7.629,779.0,0.004767,0.000954,0.858,0.23,0.96,0.641,0.111,1.152,0.513,0.054,1.728,23.552,1.723,3.456,55.232,3.096,-0.192
2079,2.2576e-07,1.8127e-08,3.3442e-07,2.0639e-08,9.419e-07,5.1215e-08,1.6042e-07,4.4967e-07,250.5,49.8,-0.7333,0.271,-4.017,9.53,0.005942,0.00141,1.117,0.243,2.56,0.939,0.118,4.224,0.645,0.056,2.944,7.36,1.785,-1.728,21.888,2.382,-11.264
2080,2.2531e-06,2.4195e-08,4.3522e-06,3.2061e-08,1.3764e-05,8.8161e-08,1.2398e-05,9.7177e-07,316.2,26.0,-0.9059,0.0619,-2.544,0.268,0.02669,0.00154,5.994,0.392,30.144,5.641,0.191,30.208,4.083,0.085,30.848,22.72,0.091,10.752,53.76,0.653,0.064
2083,5.47e-06,2.2929e-08,9.0178e-06,2.9653e-08,3.0502e-05,8.7983e-08,3.9117e-05,6.477e-07,317.8,3.95,-0.4854,0.0151,-3.069,0.0765,0.2961,0.00386,46.554,0.924,1.216,45.415,0.457,1.28,39.203,0.213,1.664,7.552,0.091,1.344,15.168,0.231,0.448
2087,1.8749e-07,1.089e-08,2.6201e-07,1.2708e-08,9.2307e-07,3.2727e-08,1.7687e-06,4.2218e-07,227.9,28.5,-0.5687,0.147,-2.09,0.13,0.01641,0.00266,2.266,0.276,0.576,2.105,0.134,0.768,1.722,0.064,1.216,2.752,0.202,0.512,10.112,0.792,-0.256
2090,1.4959e-06,2.1459e-08,2.1015e-06,1.9944e-08,6.8052e-06,5.5375e-08,5.4711e-06,5.6462e-07,302.0,11.7,-0.5595,0.0451,-2.773,0.18,0.04531,0.00179,10.822,0.46,0.832,10.155,0.224,0.896,8.854,0.106,1.344,8.64,0.091,1.216,38.144,0.143,0.256
2099,1.8135e-08,1.4369e-08,1.1515e-07,1.445e-08,5.3969e-07,3.5727e-08,1.6058e-07,2.6651e-07,307.4,46.6,0.03617,0.303,-2.817,0.829,0.007505,0.00162,1.012,0.253,1.088,0.832,0.123,1.088,0.768,0.06,1.536,1.28,0.181,-0.064,2.56,0.231,-0.832
2101,2.9955e-07,1.813e-08,4.4408e-07,1.8676e-08,1.434e-06,4.2992e-08,3.1449e-06,4.8126e-07,548.6,346.0,-1.086,0.241,-7.921,2.49,0.003061,0.000585,0.724,0.205,16.768,0.481,0.099,0.896,0.446,0.049,1.664,14.272,0.5,4.672,30.208,1.336,0.192
2102,4.4562e-07,2.0904e-08,4.6588e-07,1.7279e-08,1.4046e-06,4.4146e-08,1.4895e-07,3.5338e-07,183.8,13.6,-0.8371,0.124,-3.219,0.861,0.0191,0.0024,1.793,0.256,1.664,1.614,0.125,1.664,1.502,0.061,2.304,3.584,0.202,1.6,11.52,0.792,0.192
2103,1.2346e-08,3.3355e-09,1.5745e-08,2.7699e-09,1.0479e-07,7.8714e-09,4.1015e-07,1.1581e-07,229.9,171.0,-0.2389,1.24,-1.879,0.441,0.002851,0.00344,1.511,0.246,0.0,1.239,0.118,0.192,0.494,0.051,0.32,0.256,0.181,-0.128,1.024,0.405,-0.768
2105,1.9432e-07,1.5297e-08,1.7986e-07,1.6533e-08,3.8571e-07,3.77e-08,0.0,4.4301e-07,142.1,31.0,-0.8779,0.369,-2.337,0.297,0.009603,0.00438,1.072,0.225,0.064,0.999,0.11,0.128,0.764,0.053,0.64,1.664,0.231,0.0,3.392,0.689,-0.448
2106,5.0369e-07,1.7624e-08,9.1901e-07,2.145e-08,3.8288e-06,5.9813e-08,7.3333e-06,7.5237e-07,253.0,20.5,-0.535,0.127,-3.291,1.04,0.01693,0.00185,1.806,0.256,7.744,1.562,0.125,7.872,1.45,0.062,8.064,7.872,0.231,4.224,26.048,0.634,0.064
2110,8.4484e-07,2.1423e-08,2.0423e-06,2.5951e-08,1.0443e-05,6.8966e-08,2.7119e-05,6.9968e-07,438.8,24.5,-0.4219,0.0543,-2.291,0.101,0.03291,0.00126,4.926,0.378,19.008,4.596,0.183,19.776,4.195,0.089,19.776,7.488,0.272,16.192,18.752,0.771,9.152
2111,5.5068e-07,1.8281e-08,1.2344e-06,2.2389e-08,2.1659e-06,5.8149e-08,6.1777e-07,5.7089e-07,138.1,6.96,0.609,0.287,-3.525,0.684,0.05766,0.018,1.361,0.241,0.384,1.222,0.118,0.448,1.105,0.058,1.344,15.04,0.373,4.544,29.056,0.462,0.576
2112,5.567e-07,2.7967e-08,4.0747e-07,3.0133e-08,4.969e-07,7.9238e-08,1.9027e-05,2.7382e-06,501.9,324.0,-0.9877,0.259,-1.855,0.375,0.003798,0.000835,0.712,0.214,0.448,0.574,0.104,0.512,0.53,0.052,1.088,82.304,0.63,-0.064,208.128,3.138,-79.872
2114,2.7603e-08,1.7995e-08,5.589e-08,1.6515e-08,4.21e-07,4.1164e-08,2.3166e-07,3.6961e-07,367.0,71.0,-0.215,0.34,-9.537,9.84,0.003553,0.000712,0.996,0.233,1.792,0.782,0.113,1.856,0.547,0.054,2.112,2.688,0.59,0.64,7.168,0.779,-0.448
2117,0.0,7.4679e-09,1.3331e-08,6.8483e-09,1.0601e-07,1.6151e-08,4.5722e-07,1.505e-07,545.8,380.0,1.058,2.03,-2.465,2.25,0.0004967,0.000301,1.631,0.483,-0.192,0.927,0.227,0.0,0.444,0.107,0.32,0.384,0.181,-0.192,0.64,0.286,-0.256
2119,1.7584e-07,1.5506e-08,3.7315e-07,1.7998e-08,9.9463e-07,5.0312e-08,0.0,3.6102e-07,110.5,15.3,1.331,1.04,-2.266,0.168,0.1233,0.167,1.212,0.252,2.368,0.944,0.121,2.048,0.862,0.06,2.432,5.504,0.405,2.112,15.296,3.845,0.512
2122,1.8223e-06,3.2832e-08,2.594e-06,4.1345e-08,7.9513e-06,1.1579e-07,3.0112e-05,1.8298e-06,84.45,16.4,-0.1228,0.736,-1.977,0.0519,0.08696,0.103,1.994,0.283,16.896,1.891,0.139,17.088,1.66,0.067,17.536,37.376,0.945,12.992,120.64,6.235,2.752
2123,1.2405e-06,1.8042e-08,1.5954e-06,2.1484e-08,2.8498e-06,5.1061e-08,6.7421e-07,4.6757e-07,111.0,5.65,-1.241,0.104,-2.996,0.411,0.02644,0.00343,2.285,0.268,6.272,2.123,0.131,6.336,1.84,0.063,7.04,8.512,0.231,4.8,21.952,0.979,0.896
2125,4.0941e-08,1.9922e-09,8.5848e-08,2.8525e-09,5.2013e-07,1.0402e-08,3.9092e-06,2.1379e-07,553.5,77.2,-0.7512,0.0852,-3.087,1.56,0.008264,0.000494,15.429,0.564,0.064,9.335,0.224,0.256,2.501,0.069,0.896,0.125,0.004,0.031,0.223,0.013,0.006
2129,1.9771e-07,1.882e-08,1.1423e-07,1.6127e-08,3.3732e-07,3.8887e-08,0.0,2.7269e-07,248.0,167.0,-1.569,0.263,-2.641,3.1,0.002975,0.000793,0.808,0.217,0.512,0.558,0.103,0.576,0.425,0.05,0.96,9.472,0.32,0.384,12.416,0.932,-0.576
2132,3.8026e-09,1.3406e-09,1.1093e-08,1.5874e-09,4.0402e-08,4.5416e-09,0.0,1.0989e-07,641.9,1.19,-0.794,0.802,-6.104,4.44,0.0007964,0.000469,2.274,0.27,0.0,0.872,0.109,0.064,0.217,0.048,0.832,0.026,0.01,-0.063,0.09,0.029,-0.071
2138,4.3949e-06,2.7643e-08,5.473e-06,3.7237e-08,1.8536e-05,9.2067e-08,1.2139e-05,7.8059e-07,184.5,6.22,-1.283,0.0321,-2.768,0.137,0.08111,0.00282,7.084,0.394,75.584,7.004,0.196,75.776,6.772,0.097,75.776,11.968,0.143,73.472,77.248,8.4,26.176
2140,4.8766e-07,1.6529e-08,3.3848e-07,1.744e-08,4.5571e-07,4.2095e-08,0.0,4.7237e-07,61.87,4.44,-0.6682,0.391,-5.075,5.94,0.03302,0.0184,0.644,0.205,3.008,0.52,0.099,3.008,0.488,0.049,1.088,6.784,0.462,1.344,19.072,4.834,-1.344
2143,2.7832e-07,2.0616e-08,5.2286e-07,2.5123e-08,1.8217e-06,7.1729e-08,1.6824e-06,8.9517e-07,276.1,173.0,-1.134,0.33,-1.997,0.423,0.004476,0.00162,0.939,0.243,6.08,0.777,0.118,6.144,0.638,0.058,6.912,11.648,0.802,3.648,22.272,0.516,-0.512
2148,3.1188e-07,2.0476e-08,3.9863e-07,2.409e-08,1.0625e-06,5.7948e-08,0.0,3.6533e-07,234.3,55.8,-1.396,0.137,-2.572,0.806,0.007646,0.00107,1.517,0.239,52.288,1.401,0.117,52.416,1.143,0.056,53.056,46.656,0.373,6.912,61.376,2.631,-1.856
2151,1.2076e-06,2.3945e-08,1.6556e-06,3.0346e-08,9.9194e-06,8.1678e-08,5.3832e-05,1.1358e-06,635.6,136.0,-1.416,0.035,-2.051,0.182,0.03866,0.0013,167.841,2.63,0.0,105.062,0.95,0.192,34.903,0.28,0.96,1.024,0.091,-0.064,19.2,2.561,-0.064
2152,1.6617e-07,1.1253e-08,1.5585e-07,1.3233e-08,4.4889e-08,3.1688e-08,0.0,4.7801e-07,56.21,2.9,0.9023,1.09,-3.866,0.628,0.4955,0.885,0.922,0.245,-0.704,0.741,0.12,-0.704,0.421,0.057,0.064,2.24,0.286,-0.768,4.416,1.664,-1.728
2155,1.4707e-08,2.6685e-09,1.8595e-08,2.9228e-09,1.6836e-07,8.6588e-09,7.1294e-07,1.4265e-07,686.3,311.0,-0.5806,0.266,-4.69,110.0,0.002422,0.000389,1.916,0.265,0.064,1.359,0.121,0.256,0.73,0.054,0.768,0.418,0.035,0.046,0.708,0.08,-0.07
2156,4.3511e-06,1.9196e-08,1.3887e-05,5.6169e-08,5.9562e-05,1.5604e-07,9.2034e-05,1.5317e-06,454.4,18.2,-0.8182,0.0234,-2.221,0.0594,0.09147,0.0018,18.282,0.615,102.336,16.57,0.295,102.464,12.179,0.13,15.424,92.032,1.275,32.512,154.432,0.345,12.864
2163,6.4537e-09,2.7889e-09,1.762e-08,3.1063e-09,8.655e-08,8.5617e-09,3.3112e-07,1.0926e-07,273.1,1.18,-0.846,2.13,-1.402,0.163,0.00199,0.00543,1.133,0.25,0.128,0.873,0.12,0.192,0.436,0.055,0.512,0.229,0.029,-0.099,0.391,0.023,-0.196
