Common_Key,fluence_channel_1,error_fluence_channel_1,fluence_channel_2,error_fluence_channel_2,fluence_channel_3,error_fluence_channel_3,fluence_channel_4,error_fluence_channel_4,epeak,epeak_error,alpha,alpha_error,beta,beta_error,amplitude,amplitude_error,peak_flux_64ms,error_peak_flux_64ms,time_peak_flux_64ms,peak_flux_256ms,error_peak_flux_256ms,time_peak_flux_256ms,peak_flux_1024ms,error_peak_flux_1024ms,time_peak_flux_1024ms,T50,T50 Uncertainty,T50 Start Time,T90,T90 Uncertainty,T90 Start Time
2703,1.3908e-06,3.2127e-08,1.9401e-06,3.362e-08,7.4278e-06,8.4509e-08,1.3048e-05,8.5919e-07,504.1,101.0,-1.04,0.0909,-9.083,3.11,0.01052,0.000745,3.9,0.314,0.064,2.889,0.144,0.192,1.517,0.063,28.096,22.592,0.286,21.824,57.664,1.223,9.024
2706,4.8077e-07,1.8763e-08,8.5958e-07,1.9991e-08,2.7548e-06,5.461e-08,2.2564e-06,5.7392e-07,180.9,12.1,0.3962,0.227,-2.42,0.148,0.04233,0.00963,2.183,0.28,2.048,1.93,0.136,2.24,1.837,0.067,1.856,8.128,0.143,2.304,21.76,1.159,0.256
2709,5.7344e-07,2.929e-08,1.1408e-06,2.9998e-08,4.2369e-06,7.1069e-08,1.526e-06,5.5825e-07,414.9,34.2,-0.7324,0.0755,-3.534,1.72,0.01467,0.000755,2.128,0.273,2.112,1.988,0.135,1.792,1.964,0.067,2.496,8.96,0.202,2.56,18.496,0.905,0.384
2711,1.8952e-06,3.0218e-08,1.2951e-06,3.2939e-08,1.0878e-06,8.4301e-08,1.1341e-06,1.208e-06,28.5,5.4,-0.9104,0.424,-6.068,5.5,0.1251,0.0892,1.082,0.225,1.472,0.906,0.108,1.6,0.801,0.053,2.368,87.552,0.572,26.176,124.864,1.669,1.6
2719,8.8815e-08,1.3378e-08,1.2043e-07,1.4141e-08,4.0303e-07,3.852e-08,2.3026e-08,3.1274e-07,328.8,283.0,-1.4,0.287,-2.271,1.45,0.002909,0.000854,1.876,0.264,0.128,1.243,0.12,0.128,0.552,0.052,0.512,7.872,0.389,0.128,34.88,3.329,-1.024
2727,2.5874e-07,3.0301e-08,1.8976e-07,2.5841e-08,6.0326e-07,7.2571e-08,5.4278e-06,1.6707e-06,161.3,65.7,0.002055,1.11,-2.073,0.371,0.008025,0.0101,0.546,0.214,-0.768,0.451,0.104,-0.704,0.354,0.051,41.664,47.168,1.118,1.664,64.288,5.34,-3.072
2728,9.2977e-08,1.7107e-08,1.2155e-07,1.7399e-08,1.0019e-06,4.7519e-08,7.7544e-06,8.2951e-07,973.9,263.0,-0.4869,0.126,-2.496,1.62,0.005194,0.000364,2.873,0.308,0.256,2.569,0.15,0.256,1.676,0.067,0.832,1.421,0.011,0.207,2.029,0.064,-0.017
2736,6.5338e-07,2.7083e-08,7.6384e-07,2.2197e-08,1.945e-06,6.4126e-08,3.8364e-06,9.2979e-07,158.1,20.2,-1.182,0.126,-2.133,0.0796,0.03555,0.00551,5.384,0.413,1.216,4.863,0.201,1.408,3.961,0.094,1.856,1.585,0.011,0.939,5.065,0.193,0.147
2748,5.6666e-09,2.7673e-09,1.4659e-08,2.9181e-09,5.322e-08,8.2131e-09,0.0,1.0787e-07,360.5,643.0,-1.212,0.82,-3.662,89.2,0.001011,0.000759,1.485,0.26,0.0,1.054,0.121,0.192,0.304,0.052,0.768,0.192,0.091,-0.064,0.384,0.091,-0.128
2750,1.1411e-07,1.9804e-08,2.2896e-07,2.1428e-08,4.4015e-07,6.0975e-08,0.0,5.2172e-07,74.16,36.0,-1.307,1.07,-2.183,0.21,0.007655,0.0131,0.576,0.217,1.088,0.548,0.107,1.088,0.451,0.053,1.472,4.672,0.345,0.768,11.136,2.823,-0.64
2751,1.6653e-07,1.9397e-08,2.4752e-07,2.2636e-08,7.0146e-07,7.0498e-08,5.1769e-07,9.2672e-07,123.7,42.7,0.0729,1.37,-2.547,0.934,0.01039,0.0178,0.49,0.224,2.304,0.416,0.109,6.592,0.298,0.053,0.064,8.064,1.118,2.24,20.544,5.841,-1.856
2753,3.0693e-07,2.8789e-08,4.0638e-07,2.3988e-08,1.4606e-06,6.4951e-08,8.4537e-07,7.2505e-07,228.2,49.3,-1.08,0.201,-2.814,1.35,0.006767,0.00135,1.132,0.229,4.032,0.999,0.111,4.032,0.858,0.054,4.736,8.64,0.143,3.392,21.76,0.601,-2.288
2755,4.6443e-09,1.6678e-09,3.7958e-09,1.5252e-09,5.1602e-08,4.2339e-09,0.0,8.687e-08,567.0,907.0,-0.7883,0.964,-4.883,524.0,0.0007062,0.000431,1.592,0.234,0.0,0.777,0.104,0.128,0.256,0.047,0.576,0.056,0.011,-0.079,0.144,0.025,-0.103
2767,4.537e-08,2.8392e-08,0.0,2.6704e-08,1.0929e-07,7.252e-08,2.7436e-10,4.1536e-07,119.2,1.26,-1.621,22.0,-1.791,0.207,0.001591,0.0659,0.519,0.229,-0.896,0.467,0.113,-0.768,0.336,0.055,-0.192,26.624,1.478,0.96,33.216,0.792,-0.832
2780,3.4198e-07,3.0642e-08,9.2279e-07,2.9667e-08,6.4608e-06,7.5818e-08,6.9875e-06,7.5619e-07,322.0,20.8,0.7064,0.208,-3.4,0.773,0.01397,0.00164,1.881,0.273,7.36,1.593,0.134,5.312,1.505,0.066,8.768,15.232,0.453,5.568,53.632,1.665,1.152
2790,2.1871e-06,2.6675e-08,3.1243e-06,3.1324e-08,1.0037e-05,8.4943e-08,6.6597e-06,9.0636e-07,341.1,21.2,-0.8462,0.0524,-8.75,3.33,0.02462,0.00108,3.768,0.312,8.256,3.471,0.153,8.64,3.108,0.073,9.088,29.824,0.091,9.6,45.248,0.326,3.776
2793,2.2898e-07,2.3713e-08,4.6354e-07,2.2942e-08,2.9322e-06,5.4681e-08,1.1669e-05,6.9028e-07,604.5,40.8,-0.4007,0.063,-2.987,0.573,0.01462,0.000482,5.086,0.358,3.584,4.02,0.169,0.832,3.305,0.079,1.088,2.304,0.091,0.704,6.976,0.707,0.064
2795,6.8294e-09,1.6903e-09,7.9952e-09,1.5658e-09,1.3207e-07,6.2667e-09,6.6078e-07,1.61e-07,716.6,614.0,-0.5976,0.424,-6.076,1.64,0.001665,0.00046,2.351,0.272,0.064,1.916,0.13,0.192,0.549,0.052,0.832,0.112,0.011,-0.012,0.232,0.033,-0.076
2797,1.2988e-06,2.1301e-08,1.9851e-06,2.4181e-08,7.2493e-06,6.6616e-08,9.9913e-06,7.9478e-07,287.7,11.1,-0.729,0.0378,-2.516,0.107,0.06492,0.00232,8.594,0.433,3.072,8.275,0.214,3.072,7.343,0.102,3.52,2.688,0.091,2.112,8.832,0.202,0.128
2798,4.0022e-06,2.1504e-08,1.3225e-05,5.7756e-08,6.5986e-05,1.8293e-07,0.00014808,1.9213e-06,597.7,19.1,-0.8026,0.0154,-2.191,0.0509,0.1626,0.00193,24.192,0.73,13.12,23.748,0.363,13.184,22.372,0.176,13.888,9.024,0.091,13.056,49.152,1.223,8.576
2799,3.7816e-07,2.0974e-08,5.259e-07,1.8564e-08,1.3405e-06,5.2886e-08,1.8153e-06,7.3793e-07,143.3,6.59,-0.8812,0.0887,-2.804,0.221,0.04445,0.0046,8.737,0.426,1.088,7.048,0.195,1.216,3.979,0.079,1.344,0.782,0.072,0.714,3.214,0.198,0.074
2800,4.9593e-09,3.0929e-09,1.2416e-08,2.9677e-09,6.8962e-08,8.3328e-09,3.5153e-07,1.3321e-07,291.9,649.0,-0.3341,2.52,-1.608,0.651,0.001147,0.00269,0.979,0.238,0.128,0.7,0.114,0.128,0.333,0.053,0.64,0.32,0.091,-0.192,0.448,0.231,-0.256
2801,0.0,1.3898e-09,7.2416e-09,1.5751e-09,2.0377e-08,4.5083e-09,9.1878e-09,1.079e-07,663.4,1.26,-0.2596,1.5,-7.629,1.84,0.0004814,0.0004,1.146,0.24,0.0,0.492,0.108,0.064,0.143,0.05,0.832,0.064,0.091,-0.064,0.256,0.091,-0.192
2810,4.2617e-08,1.9732e-08,1.1171e-07,1.7208e-08,4.8027e-07,5.0766e-08,6.1644e-07,6.7244e-07,330.4,51.9,-0.544,0.19,-9.537,1.49,0.006599,0.000955,0.999,0.224,0.32,0.901,0.11,0.512,0.813,0.054,0.704,1.104,0.072,0.13,2.41,0.202,-0.448
2812,1.669e-06,2.4217e-08,3.0438e-06,3.3055e-08,1.0307e-05,9.7363e-08,1.0541e-05,9.8396e-07,304.7,16.3,-0.5874,0.0515,-2.442,0.143,0.05381,0.00267,12.1,0.577,26.688,10.517,0.271,26.752,6.479,0.113,11.328,14.144,0.091,10.56,30.656,0.516,0.576
2815,1.4696e-06,2.9341e-08,1.5301e-06,3.4653e-08,8.9321e-07,8.9757e-08,1.3491e-05,2.4269e-06,86.58,9.99,0.3862,0.814,-2.435,0.138,0.1102,0.131,1.098,0.239,5.184,0.965,0.117,5.312,0.885,0.058,5.696,105.024,0.572,5.44,131.744,1.614,-3.072
2830,1.2794e-07,1.2639e-08,1.0556e-07,1.3151e-08,2.0708e-07,3.0472e-08,0.0,3.2913e-07,101.9,15.9,-1.1,0.493,-5.266,65.8,0.006273,0.00357,0.915,0.235,-0.128,0.72,0.114,-0.064,0.551,0.055,0.576,1.472,0.202,-0.128,3.264,0.264,-0.448
2834,3.0344e-08,2.6093e-09,7.0845e-08,3.4246e-09,5.0818e-07,1.184e-08,2.3797e-06,1.5433e-07,492.8,73.6,-0.2653,0.147,-2.789,0.956,0.008132,0.000756,8.798,0.443,0.576,6.351,0.195,0.64,2.277,0.068,0.896,0.16,0.011,0.44,0.68,0.011,-0.008
2844,2.0782e-08,1.5116e-08,2.2097e-08,1.665e-08,8.9808e-08,4.6628e-08,0.0,4.5541e-07,68.04,28.6,-1.119,1.24,-8.596,9.28,0.005237,0.00792,0.815,0.232,-0.064,0.728,0.115,0.0,0.257,0.052,2.304,1.88,0.054,-0.033,2.752,0.264,-0.256
2846,5.6436e-09,2.2177e-09,1.1079e-08,2.0694e-09,4.8296e-08,5.4573e-09,6.378e-08,1.1565e-07,177.1,205.0,0.4862,4.18,-2.076,1.18,0.003016,0.0126,1.791,0.3,0.0,0.975,0.137,0.128,0.26,0.062,0.384,0.04,0.011,-0.023,0.064,0.011,-0.039
2852,1.7458e-06,3.2e-08,4.261e-06,3.7298e-08,1.8272e-05,9.53e-08,2.6864e-05,8.5383e-07,322.7,16.7,-0.5283,0.0658,-2.738,0.208,0.04398,0.00223,7.131,0.484,18.048,6.662,0.236,18.176,5.787,0.113,23.04,12.48,0.091,16.896,33.28,0.091,2.176
2853,1.1964e-07,3.0189e-08,5.1142e-07,2.9497e-08,1.4225e-06,7.6838e-08,1.1693e-06,6.9873e-07,868.9,735.0,-0.5032,0.398,-2.184,2.31,0.002793,0.000609,1.06,0.273,4.864,0.856,0.135,2.752,0.62,0.065,4.928,5.056,0.091,-0.128,13.984,1.056,-5.632
2855,1.8421e-06,2.7894e-08,4.6027e-06,3.4688e-08,2.9949e-05,9.8832e-08,7.5706e-05,9.3108e-07,339.0,15.2,-0.6648,0.047,-2.432,0.0939,0.05681,0.00206,9.834,0.465,22.528,9.527,0.229,22.656,8.051,0.107,23.232,13.184,0.143,16.384,42.496,1.833,10.688
2856,0.0,2.139e-07,1.6637e-05,7.1948e-08,0.00012213,2.3596e-07,0.00011126,1.1116e-06,463.9,26.9,-0.6866,0.0404,-2.243,0.108,0.09696,0.00285,20.045,0.677,122.752,18.633,0.328,122.88,14.817,0.148,123.2,56.512,0.091,62.464,119.872,0.143,15.296
2857,1.1807e-07,3.4967e-08,1.9147e-07,3.7131e-08,9.5149e-07,9.5268e-08,0.0,6.5285e-07,333.5,116.0,-0.113,0.589,-2.78,2.05,0.003246,0.00129,0.778,0.234,-0.512,0.55,0.113,-0.832,0.497,0.056,-0.512,10.08,1.175,-10.24,24.544,1.361,-15.36
2862,2.2157e-08,2.9456e-09,3.1883e-08,3.0503e-09,7.6879e-08,7.927e-09,2.3673e-07,1.1051e-07,92.7,21.8,-0.1019,1.33,-2.392,0.262,0.02799,0.0518,0.947,0.235,0.064,0.914,0.116,0.192,0.548,0.054,0.896,27.04,1.145,-24.896,41.824,3.178,-31.04
2863,1.2963e-06,3.4349e-08,1.7801e-06,3.1738e-08,6.5642e-06,9.869e-08,1.2321e-05,1.6281e-06,363.2,31.9,-0.3453,0.113,-7.585,548.0,0.01554,0.00124,2.006,0.272,7.232,1.832,0.132,8.0,1.718,0.065,8.064,16.128,0.779,7.808,42.624,2.21,2.112
2877,2.6864e-06,3.4118e-08,3.6455e-06,4.3701e-08,7.5932e-06,1.104e-07,0.0,6.6161e-07,190.9,17.1,-1.111,0.0923,-2.853,0.556,0.02241,0.00228,3.03,0.33,59.648,2.916,0.163,59.712,2.406,0.077,60.288,28.992,0.607,50.88,114.112,1.088,4.544
2880,3.0755e-07,1.8698e-08,4.009e-07,1.6579e-08,1.0717e-06,4.3219e-08,0.0,3.7234e-07,173.1,13.1,-0.1755,0.19,-2.428,0.156,0.03088,0.00628,3.196,0.292,0.32,2.897,0.142,0.448,2.5,0.068,1.024,1.843,0.066,0.489,6.115,0.257,0.057
2889,2.0414e-06,4.6802e-08,3.6909e-06,4.712e-08,1.845e-05,1.1821e-07,4.0823e-05,1.3565e-06,428.8,31.5,-0.616,0.0604,-2.09,0.081,0.02699,0.00119,6.645,0.372,58.688,5.922,0.178,58.752,4.255,0.079,58.88,20.608,0.091,40.832,75.904,3.138,8.128
2890,9.1598e-07,3.046e-08,1.4591e-06,3.094e-08,7.6794e-06,7.7333e-08,3.8145e-05,1.0254e-06,1018.0,307.0,-0.5477,0.127,-1.745,0.266,0.005513,0.000377,3.008,0.283,13.568,2.322,0.133,13.76,1.887,0.063,14.464,23.936,0.202,8.64,51.584,3.014,1.344
2892,9.8321e-09,1.6885e-09,2.0948e-08,1.9896e-09,7.1698e-08,5.3262e-09,0.0,8.9658e-08,229.7,112.0,-0.8086,0.628,-2.851,3.14,0.002729,0.00161,2.352,0.296,0.0,1.6,0.133,0.128,0.474,0.055,0.768,0.104,0.018,-0.039,0.288,0.064,-0.103
2894,6.046e-07,1.9938e-08,1.3214e-06,2.3233e-08,4.226e-06,6.413e-08,6.2473e-06,7.6787e-07,217.5,9.21,-0.4898,0.0599,-2.25,0.0619,0.0851,0.00544,9.213,0.492,0.896,8.683,0.24,1.088,7.897,0.115,1.792,1.6,0.091,1.088,3.776,0.405,0.448
2896,1.1284e-07,3.6746e-09,1.6214e-07,4.2443e-09,2.8946e-07,9.975e-09,2.1258e-07,9.3249e-08,98.94,7.97,-1.227,0.184,-2.662,0.282,0.02149,0.00525,10.441,0.477,0.192,7.737,0.213,0.256,2.46,0.073,0.896,0.144,0.011,0.088,0.456,0.033,0.008
2897,2.9619e-06,2.7059e-08,2.8419e-06,3.0736e-08,2.1256e-06,6.4702e-08,0.0,3.6348e-07,52.26,1.26,-0.5571,0.17,-3.668,0.154,0.318,0.0848,3.216,0.328,5.312,2.94,0.16,5.312,2.701,0.078,5.312,18.112,0.143,4.672,28.032,1.218,1.28
2898,6.5143e-07,4.8034e-08,4.4006e-07,4.0205e-08,8.95e-07,1.1707e-07,4.0079e-06,2.3655e-06,83.57,20.4,-1.67,0.267,-3.402,7.1,0.005441,0.00178,0.923,0.237,-0.448,0.784,0.116,-0.448,0.585,0.056,0.064,6.72,0.653,0.64,14.976,1.669,-1.024
2900,1.0769e-07,3.0723e-08,1.6133e-07,3.09e-08,6.2091e-07,8.2018e-08,2.3661e-06,1.3497e-06,167.4,44.8,-0.3374,0.682,-3.151,2.8,0.00552,0.00394,0.545,0.223,-0.96,0.466,0.109,-0.832,0.355,0.053,-0.192,3.552,1.056,-4.096,18.144,2.146,-16.384
2901,4.609e-07,1.9101e-08,2.5509e-07,1.9492e-08,6.7497e-08,4.3273e-08,0.0,4.308e-07,39.54,6.34,-0.9391,0.414,-6.642,29.1,0.05263,0.0335,0.848,0.235,-0.064,0.589,0.113,-0.064,0.474,0.056,0.64,9.984,0.528,0.0,28.416,3.274,-1.728
2910,3.5154e-09,2.0308e-09,3.6687e-09,1.706e-09,7.9768e-08,5.9531e-09,8.9296e-07,1.5195e-07,530.1,433.0,-0.2864,0.86,-7.629,6.78,0.0008959,0.000415,1.328,0.273,0.0,1.117,0.131,0.128,0.38,0.057,0.192,0.128,0.091,-0.064,0.32,0.326,-0.128
2913,7.0212e-07,2.1043e-08,1.2545e-06,2.5433e-08,2.7302e-06,6.7498e-08,1.4194e-06,7.4026e-07,152.7,5.64,-0.4938,0.0866,-2.854,0.184,0.06088,0.00605,5.738,0.368,19.968,5.2,0.177,20.032,3.182,0.075,0.512,19.392,0.091,-0.192,22.912,1.463,-2.736
2916,1.8292e-07,2.8565e-08,2.7925e-07,2.5382e-08,6.5158e-07,6.7737e-08,1.9623e-06,1.0429e-06,39.86,66.3,-1.536,13.3,-2.142,0.228,0.003343,0.0858,1.31,0.231,3.648,1.029,0.11,3.776,0.566,0.05,3.904,5.632,0.202,-1.92,10.144,1.145,-3.584
2917,1.3055e-07,2.6676e-08,2.3176e-07,2.7165e-08,1.6426e-07,5.9308e-08,0.0,4.1393e-07,173.9,37.1,-0.8853,0.417,-5.123,57.4,0.004868,0.00199,0.608,0.22,-0.064,0.517,0.109,-0.064,0.437,0.054,0.448,3.968,1.664,-1.6,11.872,2.764,-6.144
2918,7.1134e-09,3.3091e-09,2.2578e-08,3.5195e-09,1.4978e-07,9.8997e-09,4.3219e-07,1.0459e-07,454.5,202.0,-0.2343,0.47,-2.802,3.27,0.0025,0.000784,3.437,0.338,0.128,2.164,0.15,0.192,0.68,0.062,0.512,0.256,0.091,-0.064,0.448,0.091,-0.064
2919,1.1028e-06,2.4791e-08,1.9245e-06,2.9589e-08,6.4355e-06,7.7948e-08,1.6083e-05,9.9649e-07,378.4,32.8,-0.9293,0.0461,-1.939,0.0553,0.03982,0.00177,6.114,0.394,0.576,5.773,0.193,0.64,5.31,0.094,0.96,4.032,0.091,-0.128,20.32,1.208,-9.536
2922,1.7149e-06,3.6892e-08,2.853e-06,4.4732e-08,6.1093e-06,1.1985e-07,5.708e-06,1.5974e-06,161.4,9.61,-1.02,0.0864,-3.036,0.555,0.02987,0.00291,3.02,0.3,94.144,2.851,0.148,94.272,2.497,0.071,94.464,54.784,0.345,86.656,160.768,0.466,2.24
2924,1.7239e-07,4.6741e-08,1.2108e-06,4.8177e-08,2.803e-06,1.1859e-07,1.3446e-06,9.7284e-07,142.6,12.2,-0.2875,0.339,-9.804,4.63,0.01549,0.00543,0.982,0.26,4.48,0.711,0.125,3.84,0.658,0.062,4.608,108.032,0.462,8.704,137.088,1.958,0.64
2925,2.5797e-07,1.9326e-08,3.5389e-07,2.1625e-08,9.1237e-07,5.5278e-08,2.582e-07,5.2594e-07,288.3,57.7,-0.5301,0.266,-3.059,1.92,0.00617,0.00135,1.53,0.256,0.0,1.299,0.126,3.584,0.814,0.058,11.776,7.552,1.034,3.264,17.152,2.763,-2.576
2929,2.1274e-06,2.92e-08,3.6985e-06,3.3641e-08,1.6923e-05,9.0174e-08,6.1785e-05,1.1211e-06,672.2,60.7,-0.7123,0.0415,-1.887,0.0773,0.03258,0.000971,8.202,0.433,4.928,5.915,0.19,15.872,5.407,0.091,16.704,14.08,0.143,16.0,42.752,0.453,3.84
2931,2.2998e-07,3.089e-08,3.6345e-07,3.3613e-08,1.119e-06,7.9924e-08,2.0231e-06,9.5157e-07,204.9,27.2,-0.3688,0.277,-4.308,8.68,0.009888,0.00264,0.928,0.258,-0.192,0.777,0.126,-0.064,0.689,0.062,0.768,13.888,0.373,-0.64,46.496,2.347,-8.192
2932,1.2103e-07,2.8058e-08,4.8541e-07,3.0575e-08,1.2249e-06,7.1015e-08,0.0,3.9421e-07,247.4,85.6,0.03266,0.74,-2.188,0.533,0.005495,0.00346,0.779,0.274,0.192,0.576,0.133,-0.32,0.512,0.066,0.256,3.974,0.737,-2.288,9.12,1.243,-5.12
2933,3.9792e-08,1.7758e-08,9.2991e-08,1.6199e-08,6.4971e-07,3.7612e-08,2.951e-06,4.6701e-07,425.5,66.2,-0.09432,0.22,-2.248,0.284,0.006614,0.000856,10.769,0.441,0.0,6.789,0.183,0.192,1.779,0.062,0.384,0.192,0.091,-0.064,0.32,0.091,-0.128
2947,3.765e-07,2.5652e-08,5.8377e-07,2.8531e-08,8.6428e-07,6.8083e-08,0.0,6.0745e-07,128.1,27.2,-0.9795,0.463,-3.426,3.94,0.006138,0.00336,0.758,0.236,-0.96,0.535,0.114,1.024,0.412,0.056,4.608,9.408,0.453,0.384,21.92,1.793,-4.096
2948,1.3846e-06,3.205e-08,1.2341e-06,3.8276e-08,2.4081e-06,9.9763e-08,5.2901e-06,1.5589e-06,97.04,9.81,-0.7993,0.4,-3.012,0.676,0.0165,0.00859,0.815,0.223,9.472,0.7,0.109,24.896,0.541,0.053,24.832,48.768,1.196,4.736,101.216,4.284,-14.336
2950,6.4535e-07,2.9309e-08,7.6846e-07,2.5431e-08,1.7012e-06,6.2664e-08,0.0,3.4299e-07,106.3,8.3,-0.2533,0.383,-2.946,0.367,0.03615,0.0175,1.407,0.261,14.144,1.256,0.127,14.336,1.068,0.061,14.528,12.992,0.429,7.168,27.584,2.44,-2.288
2951,1.8566e-07,1.5859e-08,3.1861e-07,1.8213e-08,9.0127e-07,5.0062e-08,0.0,3.7179e-07,201.4,22.8,-0.7096,0.169,-2.681,0.48,0.0153,0.00263,1.702,0.257,2.944,1.417,0.125,1.984,1.264,0.061,2.816,2.305,0.066,1.307,4.864,0.091,-0.576
2952,2.4231e-08,3.1624e-09,4.1328e-08,3.3597e-09,3.3258e-07,1.0044e-08,2.0549e-06,1.3883e-07,766.3,281.0,-0.7566,0.166,-2.015,0.489,0.004409,0.000431,4.373,0.34,0.192,3.705,0.159,0.256,1.463,0.062,0.832,0.184,0.018,0.05,0.68,0.018,-0.03
2953,2.8276e-06,2.6765e-08,4.4508e-06,3.0217e-08,1.5153e-05,7.7901e-08,2.703e-05,7.6338e-07,159.5,3.46,-0.8351,0.0388,-2.587,0.0503,0.169,0.00735,18.147,0.581,5.76,17.502,0.286,5.888,13.71,0.128,1.664,11.2,0.091,1.6,16.832,0.771,0.384
2958,1.478e-06,4.9399e-08,2.3816e-06,5.3575e-08,5.4263e-06,1.2582e-07,6.372e-06,1.3137e-06,153.2,9.38,-1.006,0.106,-2.756,0.247,0.03619,0.00423,3.939,0.386,0.32,3.751,0.189,0.32,3.366,0.092,0.832,28.576,1.026,-26.816,36.896,1.175,-30.912
2961,3.6719e-07,3.4282e-08,5.2989e-07,3.727e-08,2.4983e-06,9.1264e-08,8.3422e-06,1.3741e-06,389.2,109.0,0.1023,0.475,-2.348,0.7,0.003451,0.000983,0.744,0.232,5.184,0.563,0.112,12.928,0.439,0.055,2.24,51.136,1.68,8.192,88.64,2.525,-0.256
2966,8.7086e-09,1.5604e-09,1.3083e-08,1.7077e-09,2.6747e-08,4.6389e-09,1.371e-07,1.3228e-07,144.0,62.9,-0.107,1.6,-3.371,5.81,0.004061,0.00709,1.192,0.247,0.0,0.774,0.116,0.128,0.247,0.052,0.448,0.136,0.011,-0.061,0.312,0.011,-0.109
2973,9.5654e-09,3.5942e-09,2.6619e-08,3.7976e-09,8.7472e-08,9.7071e-09,1.029e-07,9.8333e-08,197.6,45.4,0.3482,0.935,-7.015,304.0,0.006132,0.0048,1.998,0.31,0.0,1.344,0.146,0.064,0.522,0.065,0.192,0.261,0.068,-0.32,0.637,0.075,-0.576
2975,4.6372e-09,1.575e-09,9.2942e-09,1.659e-09,5.5704e-08,4.9627e-09,5.0062e-07,1.1878e-07,191.6,98.5,1.446,3.03,-2.508,1.48,0.005015,0.0129,2.439,0.279,0.192,1.003,0.117,0.192,0.273,0.051,0.256,0.072,0.057,0.093,0.24,0.088,-0.035
2977,1.7737e-08,3.5766e-09,2.3925e-08,3.1144e-09,1.2486e-07,7.5039e-09,3.569e-07,8.582e-08,569.4,2.52,-1.232,0.811,-1.51,0.16,0.002093,0.00175,2.642,0.278,0.064,1.839,0.125,0.192,0.637,0.053,0.32,0.256,0.091,-0.064,0.576,0.091,-0.256
2978,3.0222e-08,2.7253e-09,5.0832e-08,3.4729e-09,2.0232e-07,1.0141e-08,2.1071e-07,9.5705e-08,188.5,65.3,-0.8201,0.402,-2.129,0.366,0.007787,0.00363,8.761,0.491,0.064,3.83,0.18,0.192,1.14,0.065,0.768,0.088,0.011,-0.001,0.36,0.088,-0.19
2984,8.2744e-07,2.6365e-08,1.4147e-06,2.8516e-08,7.2229e-06,7.7476e-08,2.4553e-05,1.0161e-06,823.5,179.0,-0.9862,0.0603,-1.79,0.124,0.01639,0.000716,5.882,0.371,7.488,4.614,0.172,10.496,3.633,0.08,7.808,11.776,0.091,8.128,32.832,2.347,3.072
2986,6.4752e-08,1.8525e-08,1.3522e-07,1.9228e-08,2.9057e-07,5.3514e-08,1.867e-07,5.877e-07,124.1,12.7,-0.6486,0.351,-8.932,3.42,0.01031,0.0041,0.69,0.218,0.128,0.631,0.106,0.256,0.508,0.052,1.024,1.552,0.101,0.045,4.032,0.528,-0.96
2987,0.0,1.5614e-08,2.6169e-08,1.6281e-08,6.3579e-08,4.5236e-08,3.2336e-07,6.1126e-07,322.8,1.61,-0.8007,2.53,-1.442,0.425,0.0008588,0.00249,1.452,0.24,0.0,0.737,0.106,0.128,0.221,0.047,0.128,0.128,0.091,-0.064,0.64,0.286,-0.448
2988,7.1171e-08,2.3107e-08,1.1308e-07,2.1181e-08,5.7215e-07,5.5018e-08,2.8022e-06,8.6787e-07,191.2,36.4,-0.3189,0.327,-1.906,0.106,0.01833,0.00666,7.527,0.405,4.416,6.155,0.19,4.544,2.131,0.069,5.056,0.256,0.091,4.288,4.672,0.091,0.064
2992,5.0998e-08,1.9679e-08,1.0166e-07,2.2256e-08,4.1506e-07,6.0786e-08,2.3031e-07,6.3809e-07,1054.0,2.37,-1.049,0.442,-4.558,800.0,0.001526,0.000509,0.621,0.225,2.112,0.519,0.111,-0.64,0.333,0.053,-0.064,11.84,3.693,-0.192,16.832,5.633,-0.896
2993,7.9512e-07,2.4245e-08,1.2239e-06,2.5851e-08,6.5159e-06,7.3592e-08,5.6211e-05,1.4495e-06,1255.0,266.0,-0.7339,0.0554,-1.685,0.162,0.01313,0.000459,4.255,0.354,0.32,3.221,0.159,0.704,2.576,0.074,1.28,17.664,0.516,3.136,44.8,1.09,0.576
2994,2.1226e-06,3.6428e-08,3.1506e-06,4.0354e-08,1.9707e-05,1.1265e-07,8.2082e-05,1.5674e-06,1429.0,162.0,-0.7317,0.0249,-2.313,0.566,0.04943,0.000868,15.349,0.603,3.84,14.421,0.295,3.968,10.705,0.13,4.672,15.36,0.389,5.44,48.576,3.905,3.84
2995,7.5088e-09,3.2121e-09,2.4296e-08,3.2759e-09,1.2808e-07,9.0787e-09,3.6694e-07,1.0713e-07,359.0,130.0,-0.6664,0.384,-4.868,68.0,0.002871,0.000812,4.086,0.354,0.128,2.076,0.143,0.192,0.625,0.057,0.832,0.104,0.011,0.015,0.704,0.136,-0.121
3001,6.5968e-07,2.6536e-08,1.001e-06,2.7886e-08,3.2123e-06,6.9654e-08,1.2749e-06,6.5141e-07,244.6,22.3,-0.7544,0.103,-2.408,0.198,0.02263,0.00229,4.355,0.36,27.136,4.192,0.179,27.264,3.1,0.081,27.52,12.48,0.091,14.656,29.696,1.094,1.28
